utility_name,pwsid,effective_date,bill_frequency,bill_unit,usage_ccf,avg_household_size,et_amount,bill_type,service_charge,commodity_charge,bill,tier_starts,tier_0,tier_1,tier_2,tier_3,tier_4,tier_5,tier_6,tier_7,tier_8,tier_prices,tier_1_price,tier_2_price,tier_3_price,tier_4_price,tier_5_price,tier_6_price,tier_7_price,tier_8_price,median_income_category,approximate_median_income,check,bill_frequency_update
Running Springs Water District,CA3610062,2017-07-01,Monthly,converted to kgal,15,3,4,Uniform,29.92,67.05,96.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47,3.34379244,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Monthly
Sacramento  City Of,CA3410020,2017-07-01,Monthly,converted to kgal,10.2352646219604,2.49525917623984,4.53691061363636,Uniform,29.52,12.34,41.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2055,0.901776686,NA,NA,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
Sacramento County Water Agency,CA3410002,2014-07-01,Monthly,converted to kgal,15,3,4,Uniform,10.19,20.7,30.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,1.03231176,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Monthly
Sacramento Suburban Water District,CA3410001,2018-01-01,Monthly,converted to kgal,10.9328568969088,2.50289867764253,4.44173604545455,Tiered,6.14,10.72,50.43,0-10,0,7.48052,NA,NA,NA,NA,NA,NA,NA,0.94-1.17,0.70316888,0.87522084,NA,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,0,Monthly
San Bernardino City of,CA3610039,2016-10-01,monthly,converted to kgal,14.5395435675618,3.28682016673283,4.88397409090909,Uniform,20.15,16.72,41.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,0.8602598,NA,NA,NA,NA,NA,NA,NA,"$35,000 to $39,999",37500,0,Monthly
San Bernardino County Service Area 64 Spring Valley Lake,CA3610121,2017-11-14,Monthly,converted to kgal,11.3604725526095,2.76569037656904,5.58085659090909,Tiered,28.2,9.66,37.86,0-14-80,0,10.472728,59.84416,NA,NA,NA,NA,NA,NA,0.85-0.98-1.12,0.6358442000000001,0.7330909600000001,0.8378182400000002,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
San Bernardino County Service Area 70 J Oak Hills,CA3610125,2017-07-01,Monthly,converted to kgal,11.178776390902,3.29536842105263,5.03388522727273,Tiered,30.4,23.36,53.76,0-14-72-108-144-180,0,10.472728,53.859744000000006,80.78961600000001,107.71948800000001,134.64936,NA,NA,NA,2.09-2.4-3.09-3.27-3.6-3.77,1.56342868,1.7953248000000002,2.31148068,2.4461300400000003,2.6929872,2.82015604,NA,NA,"$75,000 to $99,999",87500,0,Monthly
San Bruno  City Of,CA4110023,2017-07-01,Monthly,converted to kgal,4.98533483404157,2.69989118607182,3.86733837209302,Tiered,22.1,38.79,60.89,0-10-20,0,7.48052,14.96104,NA,NA,NA,NA,NA,NA,7.78-9.31-12.38,5.819844560000001,6.964364120000001,9.26088376,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,1,Monthly
San Clemente  City Of,CA3010036,2018-01-01,Monthly,converted to kgal,8.57444946766566,2.41698759092854,4.64984761904762,Uniform,18.71,35.76,54.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17,3.11937684,NA,NA,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
San Diego  City Of,CA3710020,2016-08-01,monthly,converted to kgal,6.23904082805401,2.47332764187784,4.12794568181818,Tiered,23.92,29.31,53.23,0-5-13-19,0,3.74026,9.724676,14.212988000000001,NA,NA,NA,NA,NA,4.504-5.044-7.206-10.134,3.3692262079999997,3.773174288,5.390462712000001,7.5807589680000005,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
San Dieguito Water District,CA3710021,2017-01-01,Bi-Monthly,converted to kgal,11,2.41195372750643,8.41616,Tiered,22.92,18.915,30.375,0-13-21-41,0,4.862338,7.854546000000001,15.335066000000001,NA,NA,NA,NA,NA,2.81-4.46-5.51-6.28,2.10202612,3.33631192,4.12176652,4.697766560000001,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
San Fernando City of,CA1910143,2016-07-01,Monthly,converted to kgal,13.1548105446869,3.6094264996704,4.92731272727273,Tiered,37.37,22.88,60.25,0-10-18,0,7.48052,13.464936000000002,NA,NA,NA,NA,NA,NA,1.31-2.67-3.56,0.9799481200000001,1.99729884,2.66306512,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
San Francisco Public Utilities Commission,CA0110012,2017-07-01,Monthly,converted to kgal,15,3,4,Tiered,14.64,120.5,135.14,0-5,0,3.74026,NA,NA,NA,NA,NA,NA,NA,6.42-8.62,4.80249384,6.44820824,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
San Gabriel County Water District,CA1910144,2018-01-01,Bi-Monthly,converted to kgal,10,2.93869012039962,9.10520363636364,Tiered,20.09,9.11,19.155,0-30,0,11.220780000000001,NA,NA,NA,NA,NA,NA,NA,1.87-3.55,1.3988572400000001,2.6555846,NA,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,0,Monthly
San Gabriel Valley Fontana Water Company,CA3610041,2017-01-07,monthly,converted to kgal,15.00407138544,3.67517106352058,4.78898227272727,Uniform,20.57,41.67,62.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7772,2.0774900144000004,NA,NA,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,0,Monthly
San Gabriel Valley Water Company,CA1910039,2017-07-01,Monthly,converted to kgal,8.9837067487429,3.37694456123491,4.44399204545455,Tiered,33.65,28.55,62.2,0-14,0,10.472728,NA,NA,NA,NA,NA,NA,NA,3.178-3.6375,2.377309256,2.72103915,NA,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,0,Monthly
San Jacinto  City Of,CA3310032,2017-07-01,Monthly,converted to kgal,12.9134527207549,2.92679519418832,5.09700590909091,Tiered,15.36,19.76,35.12,0-16,0,11.968832,NA,NA,NA,NA,NA,NA,NA,1.53-2.12,1.14451956,1.5858702400000002,NA,NA,NA,NA,NA,NA,"$35,000 to $39,999",37500,1,Monthly
San Jose Water Company,CA4310011,2017-01-01,monthly,converted to kgal,8.15884164321167,2.85309885919144,3.833795,Tiered,25.02,36.86,61.88,0-4-19,0,2.992208,14.212988000000001,NA,NA,NA,NA,NA,NA,4.221-4.69-5.159,3.1575274920000003,3.5083638800000005,3.859200268,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,1,Monthly
San Juan Water District,CA3410021,2018-01-01,Monthly,converted to kgal,28.8401747798037,2.59679971865659,4.35747656818182,Uniform,48.9,26.53,75.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.6882078400000001,NA,NA,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
San Lorenzo Valley Water District,CA4410014,2017-10-01,Monthly,converted to kgal,7.7747380344973704,2.32132928986606,3.61087209302326,Uniform,28.27,78.68,106.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.12,7.57028624,NA,NA,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
San Luis Obispo  City Of,CA4010009,2017-07-01,Monthly,converted to kgal,5.14496635402955,2.2509461426492,4.23316,Tiered,12.33,37.4,49.73,0-9,0,6.732468000000001,NA,NA,NA,NA,NA,NA,NA,7.27-9.08,5.43833804,6.792312160000001,NA,NA,NA,NA,NA,NA,"$40,000 to $44,999",42500,0,Monthly
Sanger  City Of,CA1010029,2007-06-20,Monthly,converted to kgal,15,3.36551572465362,4.90755954545455,Tiered,11.79,6.27,18.06,0-6-30-100-500,0,6,30,100,500,NA,NA,NA,NA,0.41-0.67-1.04-1.1-1.22,0.41,0.67,1.04,1.1,1.22,NA,NA,NA,"$35,000 to $39,999",37500,0,Monthly
Santa Ana  City of,CA3010038,2017-07-01,Bi-Monthly,converted to kgal,10,3.81608450171543,8.74587045454545,Tiered,13.4,13.635,20.335,0-44,0,16.457144,NA,NA,NA,NA,NA,NA,NA,2.82-3.38,2.10950664,2.52841576,NA,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,0,Monthly
Santa Barbara  City Of,CA4210010,2017-08-15,Monthly,converted to kgal,6.20698684234489,2.38161649100332,3.80119681818182,Tiered,37.65,54.88,92.53,0-4-16,0,2.992208,11.968832,NA,NA,NA,NA,NA,NA,4.44-12.96-23.89,3.3213508800000007,9.694753920000002,17.87096228,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Santa Clara  City Of,CA4310012,2017-01-01,monthly,converted to kgal,7.0094718101205,2.59394343834135,3.91342840909091,Tiered,25.26,12.63,37.89,0-15-50,0,11.220780000000001,37.4026,NA,NA,NA,NA,NA,NA,1.8015-2.0094-2.6417,1.3476156780000002,1.5031356888,1.9761289684000003,NA,NA,NA,NA,NA,"$100,000 to $124,999",112500,1,Monthly
Santa Clarita Water Division,CA1910017,2017-01-01,Monthly,converted to kgal,15.1199958143904,2.91795033008488,5.19709022727273,Tiered,25.26,27.47,52.73,0-15-50,0,11.220780000000001,37.4026,NA,NA,NA,NA,NA,NA,1.8015-2.0094-2.6417,1.3476156780000002,1.5031356888,1.9761289684000003,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Santa Fe Irrigation District,CA3710023,2017-07-01,Bi-Monthly,converted to kgal,35,2.34935353271516,8.35792454545455,Tiered,40.52,66.265,86.53,0-16-38-165,0,5.984416,14.212988000000001,61.714290000000005,NA,NA,NA,NA,NA,2.3-2.8-5.16-6.01,1.7205196,2.0945456,3.8599483200000004,4.49579252,NA,NA,NA,NA,"$100,000 to $124,999",112500,0,Monthly
Santa Fe Springs  City Of,CA1910245,2016-08-11,Monthly,converted to kgal,8.86375063221405,3.01541010770505,4.36641068181818,Tiered,12.4,28.1,40.5,0-18-36-100-400,0,13.464936000000002,26.929872000000003,74.8052,299.2208,NA,NA,NA,NA,3.17-3.62-4.14-4.24-4.34,2.37132484,2.7079482400000003,3.09693528,3.1717404800000004,3.24654568,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
Santa Margarita Water District,CA3010101,2017-01-01,monthly,converted to kgal,11.0132119894881,2.85136815920398,4.67069590909091,Budget,21.79,19.75,78.39,0-indoor-101%-151%-201%,0,NA,NA,NA,NA,NA,NA,NA,NA,1.67-1.94-2.44-2.95-4.84,1.24924684,1.4512208800000002,1.8252468800000001,2.2067534,3.6205716800000003,NA,NA,NA,"$100,000 to $124,999",112500,0,Monthly
Santa Maria  City Of,CA4210011,2017-07-01,Monthly,converted to kgal,10.0842221557062,3.52252334737228,3.95836068181818,Tiered,34.73,43.29,78.02,0-5-10-15,0,3.74026,7.48052,11.220780000000001,NA,NA,NA,NA,NA,3.786-4.491-5.249-5.976,2.832124872,3.359501532,3.926524948,4.470358752,NA,NA,NA,NA,"$45,000 to $49,999",47500,1,Monthly
Santa Paula  City Of,CA5610011,2018-01-01,Monthly,converted to kgal,12.7923249568041,3.21758302328786,4.422495,Tiered,43.81,32.71,76.52,0-12-18,0,8.976624000000001,13.464936000000002,NA,NA,NA,NA,NA,NA,2.47-3.09-3.86,1.8476884400000002,2.31148068,2.88748072,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,1,Monthly
Scotts Valley Water District,CA4410013,2017-12-13,Bi-Monthly,converted to kgal,8,2.78109452736318,7.14376333333333,Tiered,54.22,24.075,51.185,0-6-12-16,0,3,6,8,NA,NA,NA,NA,NA,5.63-9.82-15.72-18.99,5.63,9.82,15.72,18.99,NA,NA,NA,NA,"$100,000 to $124,999",112500,0,Monthly
Seal Beach  City Of,CA3010041,2016-07-01,Bi-Monthly,converted to kgal,4,1.89099075753649,8.37589,Tiered,18.93,4.94,14.405,0-27,0,10.098702000000001,NA,NA,NA,NA,NA,NA,NA,2.23-2.88,1.66815596,2.15438976,NA,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,0,Monthly
Shafter  City Of,CA1510019,2017-07-01,Monthly,converted to kgal,20,3.56486865851213,4.89578068181818,Uniform,34,10.7,44.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,"$40,000 to $44,999",42500,1,Monthly
Shasta Lake  City Of,CA4510006,2017-08-01,Monthly,converted to kgal,10.6837622146339,2.42580849714648,4.06506463333333,Tiered,24.56,21.54,46.1,0-8-20,0,5.984416,14.96104,NA,NA,NA,NA,NA,NA,1.92-2.2-2.76,1.43625984,1.6457144000000001,2.06462352,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Sierra Estates Mutual Water Company,NA,2017-02-01,Monthly,converted to kgal,15,3,4,Tiered,55.51,14.08,69.59,0-9-25,0,9,25,NA,NA,NA,NA,NA,NA,1.16-1.49-2.14,1.16,1.49,2.14,NA,NA,NA,NA,NA,NA,NA,1,Monthly
Sierra Madre  City Of,CA1910148,2017-07-01,Bi-Monthly,converted to kgal,16,2.39745627980922,9.18680558139535,Tiered,38.3,25.07,44.22,0-11-33-66,0,4.114286,12.342858000000001,24.685716000000003,NA,NA,NA,NA,NA,2.58-3.36-3.95-5.36,1.9299741600000002,2.51345472,2.9548054,4.00955872,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Soledad  City Of,CA2710011,2018-01-01,Monthly,converted to kgal,12.6560232540227,3.81946966945151,4.05198045454545,Tiered,18.48,20.99,39.47,0-7-23,0,5.236364,17.205196,NA,NA,NA,NA,NA,NA,1.48-1.82-3.81,1.1071169600000001,1.36145464,2.85007812,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,1,Monthly
Sonoma  City Of,CA4910012,2018-01-01,Monthly,converted to kgal,8.62815134875941,2.07488151658768,3.72005156818182,Uniform,20.28,52.37,72.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.07,4.540675640000001,NA,NA,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Soquel Creek Water District,CA4410017,2018-01-01,Monthly,converted to kgal,4.97860452843016,2.31332181230746,3.54406340909091,Tiered,32.95,38.73,71.68,0-4-8-14,0,2.992208,5.984416,10.472728,NA,NA,NA,NA,NA,6.9-9.11-21.01-44.01,5.161558800000001,6.81475372,15.716572520000001,32.92176852,NA,NA,NA,NA,"$75,000 to $99,999",87500,1,Monthly
South Coast Water District,CA3010042,2017-07-01,Monthly,converted to kgal,8.48489382630755,2.20733427362482,4.57792136363636,Tiered,23.17,23.77,46.94,0-6-19,0,4.4883120000000005,14.212988000000001,NA,NA,NA,NA,NA,NA,2.74-2.89-3.05,2.0496624800000003,2.16187028,2.2815586,NA,NA,NA,NA,NA,"$100,000 to $124,999",112500,1,Monthly
South Feather Water and Power,CA0410006,2016-01-01,monthly,converted to kgal,26.8525247355478,2.47709303584967,4.576942,Tiered,15,9.4,24.4,0-101,0,75.553252,NA,NA,NA,NA,NA,NA,NA,0.35-0.35,0.2618182,0.2618182,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
South Gate  City Of,CA1910152,2017-07-01,Monthly,converted to kgal,8.88509050525518,3.66052293184741,4.46124,Uniform,0,53.13,53.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.98,4.47335096,NA,NA,NA,NA,NA,NA,NA,"$40,000 to $44,999",42500,1,Monthly
South Pasadena  City Of,CA1910154,2018-01-01,Bi-Monthly,converted to kgal,10,2.41156797167027,9.30931023255814,Tiered,36.98,14.925,33.42,0-15-30,0,5.610390000000001,11.220780000000001,NA,NA,NA,NA,NA,NA,2.93-3.69-4.32,2.1917923600000004,2.76031188,3.2315846400000003,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
South Tahoe Public Utility District,CA0910002,2017-07-01,Quarterly,converted to kgal,6.30563857770936,2.31419660390435,4.46011965909091,Tiered,44.73333333333333,2.1866666666666665,46.919999999999995,0-46,0,11.470130666666668,NA,NA,NA,NA,NA,NA,NA,1.04-1.56,0.7779740800000001,1.16696112,NA,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,0,Monthly
Stockton  City Of,CA3910012,2016-08-01,monthly,converted to kgal,11.9780376353647,2.96328331476749,4.83087214285714,Tiered,28,23.96,52.19,0-16,0,11.968832,NA,NA,NA,NA,NA,NA,NA,2-2.39,1.496104,1.7878442800000003,NA,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
Suburban Water Systems - San Jose Hills,CA1910046,2017-01-01,Monthly,converted to kgal,15,3,4,Tiered,19.66,41.56,61.22,0-20,0,14.96104,NA,NA,NA,NA,NA,NA,NA,2.771-3.111,2.072852092,2.327189772,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Suburban Water Systems - Whittier-La Mirada,CA1910059,2017-01-01,Monthly,converted to kgal,12.2403057812829,2.9525628599122,4.33790318181818,Tiered,19.66,30.56,50.22,0-20,0,14.96104,NA,NA,NA,NA,NA,NA,NA,2.497-2.818,1.8678858440000001,2.108010536,NA,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Suisun-Solano Water Authority,CA4810005,2017-07-01,Bi-Monthly,converted to kgal,8,3.04086265607264,8.91034336363636,Uniform,25.02,9.56,22.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,1.6905975199999999,NA,NA,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Sunny Slope County Water Company,CA1910157,2017-12-21,Monthly,converted to kgal,10.0371892419219,2.80460457467484,4.5786125,Tiered,31.59,30.97,62.56,0-11-21,0,8.228572,15.709092000000002,NA,NA,NA,NA,NA,NA,3.08-4.56-6.77,2.30400016,3.41111712,5.06431204,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Sunny Slope Water Company,CA1910157,2017-05-01,Monthly,converted to kgal,10.0371892419219,2.80460457467484,4.5786125,Tiered,18.44,27.86,46.3,0-8,0,5.984416,NA,NA,NA,NA,NA,NA,NA,2.34-3.78,1.75044168,2.82763656,NA,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Sunnyvale  City Of,CA4310014,2017-07-01,Monthly,converted to kgal,6.46086694196363,2.55382840076025,3.84941860465116,Tiered,19.05,29.55,48.6,0-5,0,3.74026,NA,NA,NA,NA,NA,NA,NA,4.22-5.15,3.15677944,3.8524678000000003,NA,NA,NA,NA,NA,NA,"$100,000 to $124,999",112500,1,Monthly
Susanville  City Of,CA1810001,2012-08-12,monthly,converted to kgal,16.532266521305,2.17470256731371,4.46493738636364,Tiered,23.65,0,23.65,0-301-1501-4001-6501-10001,0,225.163652,1122.8260520000001,2992.956052,4863.086052000001,7481.268052,NA,NA,NA,0-1.25-1.37-1.49-1.57-1.65,0,0.935065,1.0248312400000001,1.11459748,1.1744416400000002,1.2342858,NA,NA,"$35,000 to $39,999",37500,1,Monthly
Sweetwater Authority,CA3710025,2017-03-04,monthly,converted to kgal,7.05569296911567,2.89631352282515,4.23866363636364,Tiered,21.8,27.23,54.77,0-11-17-28,0,8.228572,12.716884,20.945456,NA,NA,NA,NA,NA,3.86-4.75-6.39-6.9,2.88748072,3.5532470000000003,4.7800522800000005,5.161558800000001,NA,NA,NA,NA,"$45,000 to $49,999",47500,0,Monthly
Sweetwater Springs Water District,CA4910004,2017-07-01,Bi-Monthly,converted to kgal,5,1.81562036579338,7.57120877272727,Tiered,30.75,4.36,22.545,0-8-20-80,0,2.992208,7.48052,29.92208,NA,NA,NA,NA,NA,1.4-2.85-4.25-6.15,1.0472728,2.1319482,3.179221,4.600519800000001,NA,NA,NA,NA,"$40,000 to $44,999",42500,0,Monthly
Tahoe City Public Utilities District,CA3110010,2018-02-02,Monthly,converted to kgal,6,2.01352874859076,4.47913402272727,Tiered,70.25,10.84,81.09,0-8-20-40,0,8,20,40,NA,NA,NA,NA,NA,2.48-3.38-4.93-8.25,2.48,3.38,4.93,8.25,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
Tehachapi  City Of,CA1510020,2016-01-01,Monthly,converted to kgal,9,2.386630532972,5.14635159090909,Tiered,21.5,7.02,28.52,0-4,0,4,NA,NA,NA,NA,NA,NA,NA,0-1.87,0,1.87,NA,NA,NA,NA,NA,NA,"$35,000 to $39,999",37500,1,Monthly
Thousand Oaks  City Of,CA5610020,2018-01-01,Monthly,converted to kgal,12.0482828033998,2.57202377645686,4.64906681818182,Tiered,25.31,57.44,82.75,0-12-30,0,8.976624000000001,22.441560000000003,NA,NA,NA,NA,NA,NA,4.74-5.06-5.47,3.5457664800000006,3.78514312,4.09184444,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Tracy  City Of,CA3910011,2008-04-01,Monthly,converted to kgal,13.6051263829251,3.2561736770692,5.01059162790698,Tiered,11.7,13.61,25.31,0-19-30-287,0,14.212988000000001,22.441560000000003,214.69092400000002,NA,NA,NA,NA,NA,1-1.45-1.65-1.8,0.748052,1.0846754,1.2342858,1.3464936,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Truckee-Donner Public Utility District,CA2910003,2018-01-01,Monthly,converted to kgal,8,2.24128342245989,4.47441456818182,Tiered,65.67,4.31,69.98,0-8,0,8,NA,NA,NA,NA,NA,NA,NA,0.73-0.92,0.73,0.92,NA,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Tulare City Of,CA5410015,2017-10-01,Monthly,converted to kgal,16,3.09279593779752,4.83805045454545,Tiered,13.76,10.54,24.3,0-9-30,0,9,30,NA,NA,NA,NA,NA,NA,0.744-1.218-1.627,0.744,1.218,1.627,NA,NA,NA,NA,NA,"$40,000 to $44,999",42500,0,Monthly
Tuolumne Utilities District,CA5500363,2018-01-01,Monthly,converted to kgal,15,3,4,Tiered,56.5,36,92.5,0-4,0,2.992208,NA,NA,NA,NA,NA,NA,NA,0-3,0,2.2441560000000003,NA,NA,NA,NA,NA,NA,NA,NA,1,Monthly
Turlock  City Of,CA5010019,2019-01-01,Monthly,converted to kgal,13,2.59627366765471,4.71357697727273,Uniform,33,9.09,42.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,0.94,NA,NA,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,0,Monthly
Tustin  City Of,CA3010046,2014-07-01,Bi-Monthly,converted to kgal,14,2.90402139910233,8.93785181818182,Tiered,17.93,10.01,21.72,0-10-20-30-40-50-60,0,3.74026,7.48052,11.220780000000001,14.96104,18.7013,22.441560000000003,NA,NA,0.84-1.48-1.94-2.41-3.05-3.53-4.05,0.62836368,1.1071169600000001,1.4512208800000002,1.8028053200000003,2.2815586,2.64062356,3.0296106000000003,NA,"$60,000 to $74,999",67500,0,Monthly
Twentynine Palms Water District,CA3610049,2018-01-01,Bi-Monthly,converted to kgal,10,2.39484095584744,11.8119309090909,Uniform,12.32,14.585,20.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,2.2142339200000003,NA,NA,NA,NA,NA,NA,NA,"$35,000 to $39,999",37500,0,Monthly
Ukiah City Of,CA2310003,2018-01-01,Monthly,converted to kgal,8.1341258791077,2.44030343007916,4.19008957894737,Uniform,35.68,24.73,60.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04,2.2740780800000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Upland  City of,CA3610050,2018-04-01,Bi-Monthly,converted to kgal,16,2.58007733382434,9.19002863636364,Tiered,29.7,15.97,30.82,0-20-50,0,7.48052,18.7013,NA,NA,NA,NA,NA,NA,1.76-2.32-2.78,1.31657152,1.73548064,2.07958456,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Vacaville  City Of,CA4810008,2018-01-01,Monthly,converted to kgal,11.9787150284481,2.64795242141037,4.56978261363636,Uniform,21.61,20.36,41.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.2716884000000002,NA,NA,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Valencia Water Company,CA1910240,2018-01-01,Monthly,converted to kgal,11.4351871613998,2.65316193735822,5.02140477272727,Uniform,17.19,19.94,37.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.744,1.3046026880000001,NA,NA,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,1,Monthly
Vallecitos Water District,CA3710002,2018-01-01,Monthly,converted to kgal,9.27043197597357,2.67576504351624,4.39693022727273,Tiered,36.52,4.17,40.69,0-7-22,0,5.236364,16.457144,NA,NA,NA,NA,NA,NA,0.27-0.78-4.82,0.20197404000000002,0.58348056,3.6056106400000005,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Vallejo  City Of - Vallejo Service Area,NA,2017-06-09,Monthly,converted to kgal,15,3,4,Tiered,19.45,65.9,85.34,0-11,0,8.228572,NA,NA,NA,NA,NA,NA,NA,3.4-6.38,2.5433768000000003,4.77257176,NA,NA,NA,NA,NA,NA,NA,NA,1,Monthly
Vallejo City Of - Lakes Service Area,NA,2017-06-09,Monthly,converted to kgal,15,3,4,Tiered,41.08,197.37,238.44,0-13,0,9.724676,NA,NA,NA,NA,NA,NA,NA,11.84-18.43,8.856935680000001,13.786598360000001,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Valley Center Municipal Water District,CA3710026,2018-02-01,Monthly,converted to kgal,20.0020918565659,2.77451990632319,4.55932886363636,Uniform,39.93,97.16,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8573,3.6335129796000007,NA,NA,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Valley County Water District,CA1910009,2018-01-01,Bi-Monthly,converted to kgal,10,3.71247440541818,8.99786272727273,Tiered,14.91,6.84,14.295,0-17-31,0,6.358442,11.594806,NA,NA,NA,NA,NA,NA,1.16-1.85-3.22,0.86774032,1.3838962000000001,2.4087274400000003,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,0,Monthly
Valley Estates Properties Owners Association,CA1500478,2017-01-01,Bimonthly,converted to kgal,15,3,8,Tiered,13.75,0,6.875,0-200-300-400,0,100,150,200,NA,NA,NA,NA,NA,0-0.25-0.5-0.75,0,0.25,0.5,0.75,NA,NA,NA,NA,NA,NA,0,Monthly
Valley Of The Moon Water District,CA4910013,2018-02-01,Bi-Monthly,converted to kgal,8,2.76319040056467,7.44675340909091,Tiered,12.8,18.37,24.77,0-4,0,2,NA,NA,NA,NA,NA,NA,NA,3.99-6.65,3.99,6.65,NA,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Valley Water Company,CA1910166,2017-01-01,Monthly,converted to kgal,32.2146183085026,3.03408338848445,4.71404840909091,Tiered,10.18,137.94,148.12,0-50-100,0,37.4026,74.8052,NA,NA,NA,NA,NA,NA,4.282-4.577-5.471,3.203158664,3.423834004,4.0925924920000005,NA,NA,NA,NA,NA,"$150,000 to $199,999",17500,1,Monthly
Vaughn Water Company,CA1510029,2018-01-01,Monthly,converted to kgal,35.2237975236621,2.84635832004253,4.96287386363636,Tiered,39.38,11.36,50.74,0-34-68,0,25.433768,50.867536,NA,NA,NA,NA,NA,NA,0.32-0.36-1.15,0.23937664000000003,0.26929872,0.8602598,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Ventura City Of,NA,2017-07-01,Bi-Monthly,converted to kgal,15,3,8,Tiered,16.84,37.295,45.72,0-7-15-31,0,2.618182,5.610390000000001,11.594806,NA,NA,NA,NA,NA,2.77-3.75-6.41-9.64,2.07210404,2.8051950000000003,4.795013320000001,7.211221280000001,NA,NA,NA,NA,NA,NA,0,Monthly
