PWSID,Water System Name,Water System Classification,Water System Ownership,Physical location Address 1,Physical location Address 2,Physical location City,Physical location Zip,Website URL,Population Res,WR Type CODE,Water Rate Type,WR Num Tiers,WR Rate Updated,WR Rate Changes,WR Frequency,WR New Connection Fee,WR Connection Fee Updated,WR SF FBR,WR SF Amt per HCF,WR SF Amt Low,WR SF Amt High,WR SF Amt per HCF Low,WR SF Amt per HCF High,WR MF FBR,WR MF Amt per HCF,WR MF Amt Low,WR MF Amt High,WR MF Amt per HCF Low,WR MF Amt per HCF High,WR Subsidies,WR S FBR,WATER RATES Lifeline UUR VOLUME,WR S Amt Low,WR S Amt High,WR S Amt per HCF Low,WR S Amt per HCF High,WR S Amt Percent,WR CI FBR,WR CI Amt per HCF,WR CI Amt Low,WR CI Amt High,WR CI Amt per HCF Low,WR CI Amt per HCF High,WR I FBR,WR I Amt per HCF,WR I Amt Low,WR I Amt High,WR I Amt per HCF Low,WR I Amt per HCF High,WR LI FBR,WR LI Amt per HCF,WR LI Amt Low,WR LI Amt High,WR LI Amt per HCF Low,WR LI Amt per HCF High,WR AI FBR,WR AI Amt per HCF,WR AI Amt Low,WR AI Amt High,WR AI Amt per HCF Low,WR AI Amt per HCF High,WR O FBR,WR O Amt per HCF,WR O Amt Low,WR O Amt High,WR O Amt per HCF Low,WR O Amt per HCF High,WR FS Surcharges,WR FS FBR,WR FS Amt per HCF,WR FS Amt Low,WR FS Amt High,WR FS Amt per HCF Low,WR FS Amt per HCF High,WR Other Surcharges,WR Other Surcharges Description,WR OS FBR,WR OS Amt per HCF,WR OS Amt Low,WR OS Amt High,WR OS Amt per HCF Low,WR OS Amt per HCF High,WR AVG Mon Res Cost,WR AVG Mon Res Cost 6 CCF,WR AVG Mon Res Cost 12 CCF,WR AVG Mon Res Cost 24 CCR,SYSTEM,EAR YEAR 
CA2702495,FOLKTALE WINERY WS,Transient Noncommunity Water System,-, , ,CARMEL VALLEY,93923,www.chateaujulien.com, ,N/A,Not Applicable, , , ,O, , , , , , , , , , , , , , ,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-, , , , , , ,-, , , , , , , , , , , ,SMALL,2015
CA4200938,SANFORD WINERY,Transient Noncommunity Water System, ,5010 SANTA ROSA RD, ,BUELLTON,93427,sanfordwinery.com, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA3702703,DE ANZA SPRINGS RESORT, ,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA2800593,R RANCH AT THE LAKE,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA3700276,OAK KNOLL VILLAGE,Transient Noncommunity Water System,Privately owned business (non-community), , ,PAUMA VALLEY,92061,www.oakknoll.net,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA3700003,WHISPERING WINDS CATHOLIC CONFERENCE CEN,Transient Noncommunity Water System,Privately owned business (non-community),17606 Harrison Park Road,17606 Harrison Park Road,Julian,Julian,www.whisperingwinds.org,N/A,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA2701681,EXXON STATION WS, , , , ,SALINAS,93908, , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA0400020,PLEASANT GROVE MHP,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA3400334,COURTLAND BOARDWALK, ,Privately owned business (non-community), 11733 Hwy 160, P.O Box 338,COURTLAND,95615,,21,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA2000940,MCLEAN WATER SYSTEM,Transient Noncommunity Water System,Privately owned business (non-community),39930 Sierra Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA5700608,CANYON CREEK RESORT, ,Privately owned business (non-community), HWY 128, ,WINTERS,95694,, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA2600574,PARADISE SHORES RV PARK, ,Privately owned business (non-community), 2399 Hwy 182, ,BRIDGEPORT,93517,www.paradiseshoresrvpark.com,5,N/A,Not Applicable,N/A,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA2600559,GREEN CREEK CAMPGROUND, ,State or Federal Government, 5 miles south on 395 from Bridgeport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA2600561,TRUMBULL LAKE CAMPGROUND, ,-, , ,BRIDGEPORT,93517,, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA0300007,STOCKTON SILVER LAKE FAMILY CAMP, , ,29500 PLASSE RD, ,SILVER LAKE,95666, , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA4500192,SHASTA LAKE MOTEL,Transient Noncommunity Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA2600532,LUNDY MUTUAL WATER COMPANY,Community Water System,Privately owned Mutual Water Company or Association, , ,LEE VINING,93541,,70,VBR,"Variable Base Rate: Basic charge is different, depending on size of pipe, water meter, or other factors", , , ,O, , , , ,$35/quarter,$95/quarter, , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , ,No, , , , , , , ,$35 , , , ,SMALL,2015
CA3700073,H & J WATER COMPANY,Community Water System,Privately owned Mutual Water Company or Association, 4835 Belvedere Drive, ,JULIAN,92036,,50, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA5000274,PARADISE SCHOOL,Nontransient Noncommunity Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA5000175,SHIVELY'S BAR & GRILL,Transient Noncommunity Water System,Privately owned business (non-community), 10461 Valley Home Rd. , ,OAKDALE,95361,,1,N/A,Not Applicable,N/A,,,-,,,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,,No,,,,,,,, ,0,0,0,SMALL,2015
CA2400300,4 STOP DELI-MARKET,Transient Noncommunity Water System,-,8979 E. LE GRAND RD., ,LE GRAND,95333,,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA3600765,SNOW VALLEY MOUNTAIN RESORT,Transient Noncommunity Water System,Privately owned business (non-community), 35100 Highway 18, ,RUNNING SPRINGS,92382,www.snow-valley.com, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA1300632,BLU-IN CAFE,Transient Noncommunity Water System,Privately owned business (non-community), 2189 Highway 78 , ,OCOTILLO WELLS,92004,n/a,,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA5500213,KENNEDY MEADOWS RESORT,Transient Noncommunity Water System,Privately owned business (non-community),HWY 108,57 miles east of Sonora,STRAWBERRY,95375,kennedymeadows.com, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA2000856,WAGNER'S MAMMOTH POOL RESORT,Transient Noncommunity Water System,Privately owned business (non-community),USFS 6S25,,MADERA,93636,,na,N/A,Not Applicable,N/A,na,na,O,na,na,na,na,na,na,na,na,na,na,na,na,na,na,No,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,No,na,na,na,na,na,na,No,na,na,na,na,na,na,na, ,na,na,na,SMALL,2015
CA5403041,FAMILY TREE FARMS,Transient Noncommunity Water System,Privately owned business (non-community), 41646 Rd 62, ,REEDLEY,93654,,0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA5400838,THREE RIVERS VILLAGE,Transient Noncommunity Water System,Privately owned business (non-community), 40869 Sierra dr, ,THREE RIVERS,93271,, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA4800781,HUNTER HILL REST AREA,Transient Noncommunity Water System,State or Federal Government,2019 WEST TEXAS, ,FAIRFIELD,94533,richard.mena@dot.ca.gov,N/A,N/A,Not Applicable,N/A,N/A,N/A,O,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,No,N/A,N/A,,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A, ,0,0,0,SMALL,2015
CA2800632,CANNON PARK WATER CO., ,Privately owned Mutual Water Company or Association, 550 Canon Park Dr, ,SAINT HELENA,94574,,16, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA3600365,RIVERLAND RESORT,Transient Noncommunity Water System,State or Federal Government, , ,EARP,92242,riverlandresort.net,,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA4900912,KENWOOD RESTAURANT & BAR,Transient Noncommunity Water System,Privately owned business (non-community),9900 Sonoma Highway, ,KENWOOD,95452,www.kenwoodrestaurant.com,,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA0400049,BUTTE CREEK MHP, ,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA0400141,LLANO SECO RANCHO,Nontransient Noncommunity Water System,Privately owned business (non-community), 8369 Hugh Baber Lane, ,CHICO,95928,www.llanoseco.com,18,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA4500302,ANDERSON MOOSE LODGE # 509,Transient Noncommunity Water System,Privately owned business (non-community), 1597 South Street, ,ANDERSON,96007,,,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA5000213,HAMLET MOTEL, ,Privately owned business (non-community), 27101 highway 33, ,NEWMAN,95360,,,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA2600699,CHALFANT VALLEY WEST M.W.C.,Community Water System,Privately owned Mutual Water Company or Association,OSAGE CIRCLE, ,CHALFANT VALLEY,93514,,42,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA2000931,FARMERS MARKET,Transient Noncommunity Water System,Privately owned business (non-community),8104 Road 24, ,MADERA,93637,,50, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA2000811,ED'S CORNER(WATER ONLY),Transient Noncommunity Water System,Privately owned business (non-community), 21153 Road 600 , ,MADERA,93638,,400,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA2000260,COARSEGOLD SELF SERVE (SHELL), ,Privately owned business (non-community), 35481 hwy 41, ,COARSEGOLD,93614,,,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA4200933,MELVILLE WINERY,Transient Noncommunity Water System,Privately owned business (non-community), 5185 East Highway 246, ,LOMPOC,93436,www.melvillewinery.com,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA2210921,WHISPERING PINES APARTMENTS,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA3600372,PALMS RIVER RESORT,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA2400318,NEIGHBORHOOD GROCERY,Transient Noncommunity Water System,Privately owned business (non-community),10386 S. HWY 59, ,EL NIDO,95317,,5.6, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA1200831,LARRUPIN CAFE, ,Privately owned business (non-community),3822 patricks point drive,1658 PATRICKS PT DR.,TRINIDAD,Trinidad,,,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA3601047,WRIGHTWOOD COUNTRY CLUB,Transient Noncommunity Water System,Privately owned business (non-community), 1387 Oriole rd., ,WRIGHTWOOD,92397,sgvymca.org,2000,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA3600532,CAMP SKY MEADOWS, ,Privately owned business (non-community), , ,ANGELUS OAKS,92305,,1,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA2810302,CAL FIRE SONOMA-LAKE-NAPA UNIT HQ,Nontransient Noncommunity Water System,State or Federal Government,3535 Highway 29, ,ST. HELENA,94515,,65,N/A,Not Applicable,N/A,12/31/2016,none,O,none,12/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,,0,0,0,No,,0,0,0,0,0,0, ,0,0,0,SMALL,2015
CA2701951,HELLER ESTATES WS,Transient Noncommunity Water System,Privately owned business (non-community), 18820 Cachagua Road, ,CARMEL VALLEY,93924,www.hellerestate.com,,N/A,Not Applicable,N/A,n/a,,O,n/a,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA1300657,CHRISTIAN SERVICE CENTER OF SENATOR WASH, ,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA5200565,RICHFIELD ELEMENTARY SCHOOL, ,Local Government, , 23875 River Rd,CORNING,96021,www.richfieldschool.org,,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA3600301,STRAWBERRY LODGE MWC, ,Privately owned Mutual Water Company or Association, 25536 Lo Lane, ,TWIN PEAKS,92391,,137,FBR,Flat Base Rate: Basic charge that all customers pay,-,,,BM,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA5403204,FOUR STAR FRUIT,Nontransient Noncommunity Water System,Privately owned business (non-community),2800 RD 136, ,DELANO,93215,http://www.fourstarfruit.com/,,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA3600262,SNOWCREST HEIGHTS IMP ASSOC, ,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA5601306,CONSERVATION ENDOWMENT FUND,Transient Noncommunity Water System,-,2162 BALDWIN ROAD, ,OJAI,93023,, ,N/A,Not Applicable, , , ,-, , , , , , , , , , , , , , ,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-, , , , , , ,-, , , , , , , , , , , ,SMALL,2015
CA5200670,BLACK BUTTE LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA5400987,FOUNTAIN SPRINGS EL TAPATIO,Transient Noncommunity Water System,-, , ,FOUNTAIN SPRINGS,93257,, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA4500120,CAMP SHASTA COFFEE COMPANY,Transient Noncommunity Water System,-, , ,LAKEHEAD,96051,, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,SMALL,2015
CA4500255,SACRAMENTO RIVER RV PARK,Transient Noncommunity Water System,Privately owned business (non-community), 6596 RIVERLAND DRIVE, ,REDDING,96002,www.sacramentoriverrvresort.com,44,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA3601027,APPLE VALLEY FAITH CENTER, ,Privately owned business (non-community),19923 Bear Valley Rd., ,APPLE VALLEY,Apple Valley,www.avfc.org,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA3600776,MT BALDY SKI LIFT,Transient Noncommunity Water System,Privately owned business (non-community), 8401 Mt Baldy Rd, ,MOUNT BALDY,91759,mtbaldyskilifts.com,0,N/A,Not Applicable,N/A,,,O,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,,,,SMALL,2015
CA5403210,HAPPY APPLES,Transient Noncommunity Water System,Privately owned business (non-community),41899 ROAD 120, ,OROSI,93647,,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA5500265,USBR-ADMIN CENTER,Transient Noncommunity Water System,-,6850 STUDHORSE FLAT RD, ,SONORA,95370,http://www.usbr.gov,n/a,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA5500010,USBR/TUTTLETOWN REC AREA,Transient Noncommunity Water System,State or Federal Government,,,,,http://www.usbr.gov/,n/a,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA5500236,MAYNORDS RECOVERY CENTER,Transient Noncommunity Water System,Privately owned business (non-community),19325 CHEROKEE ROAD TUOLUMNE,19,TUOLUMNE,TUOLUMNE,,NA,N/A,Not Applicable,N/A,N/A,N/A,O,N/A,N/A,NA,NA,NA,NA,NA,NA,,,,,,,-,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA3601161,EL COYOTE LOCO,Transient Noncommunity Water System,Privately owned business (non-community),31455 Highway 18 , ,LUCERNE VALLEY,92356,,1,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA1400522,PALISADE GLACIER HIGH SCHOOL, ,Local Government, 2001 Sugarloaf Rd., ,BIG PINE,93513,bishopschools.org,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA4301006,FORTINO WINERY,Transient Noncommunity Water System,Privately owned business (non-community),4525 Hecker Pass Hwy, ,GILROY,Gilroy,fortinowinery.com,1,FBR,Flat Base Rate: Basic charge that all customers pay,N/A,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA4300610,ANCHORPOINT CHRISTIAN SCHOOL,Nontransient Noncommunity Water System,Privately owned business (non-community),7810 ARROYO CR,2220 PACHECO PASS HWY,GILROY,95020,www.pacpoint.org,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA5304105,BURNT RANCH SCHOOL,Nontransient Noncommunity Water System,Local Government,P.O. BOX 39,SCHOOLHOUSE RD.,BURNT RANCH,95527,burntranchschool.org,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,,,,SMALL,2015
CA1503336,GOLDEN EMPIRE CONCRETE COMPANY,Nontransient Noncommunity Water System,Privately owned business (non-community),GOSFORD & MCCUTCHEN ROADS, ,BAKERSFIELD,93311,,0,N/A,Not Applicable,N/A,12/31/2015,None,O,None,12/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,No,,,,,,,No,,,,,,,, ,,,,SMALL,2015
CA1100440,LAKE ELEMENTARY SCHOOL,Nontransient Noncommunity Water System,Local Government,4672 County Rd N, ,ORLAND,95963,www.lakeschool.org,0,N/A,Not Applicable,N/A,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA4300737,JOSEPH GRANT COUNTY PARK,Transient Noncommunity Water System,Local Government,18405 MT HAMILTON ROAD, ,SAN JOSE,95140,www.parkhere.org,3,N/A,Not Applicable,N/A,NA,NA,O,NA,NA,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA4300616,UVAS CANYON COUNTY PARK,Transient Noncommunity Water System,Local Government,8515 CROY ROAD, ,MORGAN HILL,95037,www.parkhere.org,2,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA4300991,CHITACTAC-ADAMS COUNTY PARK,Transient Noncommunity Water System,Local Government,10001 WATSONVILLE ROAD, ,GILROY,95020,www.parkhere.org,1,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA4300987,CALERO COUNTY PARK,Transient Noncommunity Water System,Local Government,23201 MCKEAN ROAD, ,SAN JOSE,95120,www.parkhere.org,0,N/A,Not Applicable,N/A,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA4300815,COYOTE LAKE COUNTY PARK,Transient Noncommunity Water System,Local Government,10840 COYOTE LAKE ROAD, ,GILROY,95020,www.parkhere.org,2,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA4300948,METCALF MOTORCYCLE COUNTY PARK,Transient Noncommunity Water System,Local Government,300 METCALF ROAD, ,SAN JOSE,95138,www.parkhere.org,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
